order_id,buyer_id,total_amount,order_date,num_products,order_status,additional_data
10,5,0.0,2025-03-02 16:34:02.355421,4,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 2, 16, 34, 2, 355421)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 4, 16, 34, 2, 355421)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 9, 16, 34, 2, 355421)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 12, 16, 34, 2, 355421)}], 'payment_info': {'method': 'Debit Card', 'transaction_id': '8Q4FFT8M93UC', 'amount': 0.0}, 'shipping_address': 'Wulf-Sager-Weg 4/1\n13676 Greifswald', 'delivery_notes': '協力仕上げカレッジそれ合計トーストアクセルペダルフェミニスト。', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 5.8, 'tax': 26.65, 'promo_code': None, 'promo_discount': 0}"
11,5,0.0,2025-03-24 16:34:02.355453,2,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 24, 16, 34, 2, 355453)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 24, 16, 34, 2, 355453)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 25, 16, 34, 2, 355453)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 27, 16, 34, 2, 355453)}], 'payment_info': {'method': 'PayPal', 'transaction_id': 'TVCXMSXUK5V0', 'amount': 0.0}, 'shipping_address': '鹿児島県台東区高輪19丁目25番10号 クレスト上野公園563', 'delivery_notes': 'Sint eligendi officia temporibus numquam laboriosam.', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 11.34, 'tax': 4.58, 'promo_code': None, 'promo_discount': 26.45}"
12,5,0.0,2024-05-18 16:34:02.355483,1,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 5, 18, 16, 34, 2, 355483)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 5, 18, 16, 34, 2, 355483)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 5, 19, 16, 34, 2, 355483)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 5, 25, 16, 34, 2, 355483)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'Z513H761IIAG', 'amount': 0.0}, 'shipping_address': '795 Miller Road\nWest Deannachester, WA 90295', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 13.93, 'tax': 33.42, 'promo_code': None, 'promo_discount': 40.31}"
13,6,0.0,2024-08-23 16:34:02.355568,1,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 8, 23, 16, 34, 2, 355568)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 8, 24, 16, 34, 2, 355568)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 8, 27, 16, 34, 2, 355568)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 8, 31, 16, 34, 2, 355568)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'ZQD0XZQAWSZ1', 'amount': 0.0}, 'shipping_address': 'Studio 81\nKathleen vista\nSouth Lynne\nWF71 8WB', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 9.99, 'tax': 30.14, 'promo_code': 'MPT5T0QX', 'promo_discount': 0}"
14,7,0.0,2024-07-08 16:34:02.355597,2,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 7, 8, 16, 34, 2, 355597)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 7, 9, 16, 34, 2, 355597)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 7, 10, 16, 34, 2, 355597)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 7, 13, 16, 34, 2, 355597)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'RWW09XH12FAV', 'amount': 0.0}, 'shipping_address': '22235 Michael Loaf Apt. 042\nPort Brianborough, PA 69002', 'delivery_notes': None, 'gift': False, 'expedited_shipping': True, 'shipping_cost': 2.74, 'tax': 5.15, 'promo_code': None, 'promo_discount': 0}"
15,8,0.0,2024-05-07 16:34:02.355671,4,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 5, 7, 16, 34, 2, 355671)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 5, 9, 16, 34, 2, 355671)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 5, 10, 16, 34, 2, 355671)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 5, 16, 16, 34, 2, 355671)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'Q6CDKW9VB0WA', 'amount': 0.0}, 'shipping_address': '甘肃省燕市和平杨街v座 823413', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 3.55, 'tax': 10.18, 'promo_code': None, 'promo_discount': 0}"
16,8,0.0,2024-07-05 16:34:02.355713,4,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 7, 5, 16, 34, 2, 355713)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 7, 5, 16, 34, 2, 355713)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 7, 7, 16, 34, 2, 355713)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 7, 9, 16, 34, 2, 355713)}], 'payment_info': {'method': 'Debit Card', 'transaction_id': '6O6IOXCS5H6G', 'amount': 0.0}, 'shipping_address': 'Frankering 5/6\n91958 Miesbach', 'delivery_notes': 'Eligendi porro recusandae ullam.', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 11.05, 'tax': 24.9, 'promo_code': None, 'promo_discount': 0}"
17,9,0.0,2025-04-01 16:34:02.355744,4,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 4, 1, 16, 34, 2, 355744)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 4, 1, 16, 34, 2, 355744)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 4, 6, 16, 34, 2, 355744)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 4, 13, 16, 34, 2, 355744)}], 'payment_info': {'method': 'PayPal', 'transaction_id': 'NBT55YOUZDD7', 'amount': 0.0}, 'shipping_address': '6266 Moore Freeway\nEast Megan, UT 57431', 'delivery_notes': 'Tenetur ab molestias earum laudantium nesciunt ab perferendis.', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 14.59, 'tax': 10.49, 'promo_code': '6GN33U4N', 'promo_discount': 0}"
18,9,0.0,2025-02-12 16:34:02.355833,7,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 12, 16, 34, 2, 355833)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 14, 16, 34, 2, 355833)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 17, 16, 34, 2, 355833)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 23, 16, 34, 2, 355833)}], 'payment_info': {'method': 'Debit Card', 'transaction_id': 'AUUQME8XV7XS', 'amount': 0.0}, 'shipping_address': 'Flat 81\nThomas overpass\nRitaville\nME00 9QJ', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 6.18, 'tax': 22.1, 'promo_code': None, 'promo_discount': 43.07}"
19,9,0.0,2025-02-19 16:34:02.355878,7,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 19, 16, 34, 2, 355878)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 20, 16, 34, 2, 355878)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 24, 16, 34, 2, 355878)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 27, 16, 34, 2, 355878)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': '6IVRPJ9SG52N', 'amount': 0.0}, 'shipping_address': '40 Booth track\nSouth Jonathan\nS3D 6RS', 'delivery_notes': '犯罪者指名ブランチ奨励しますジャム職人。', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 4.66, 'tax': 32.07, 'promo_code': None, 'promo_discount': 25.81}"
20,9,0.0,2025-02-13 16:34:02.355927,8,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 13, 16, 34, 2, 355927)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 15, 16, 34, 2, 355927)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 19, 16, 34, 2, 355927)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 25, 16, 34, 2, 355927)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'RFM81VTHFH83', 'amount': 0.0}, 'shipping_address': '662, rue Marianne Maillet\n97498 Leleu', 'delivery_notes': None, 'gift': False, 'expedited_shipping': True, 'shipping_cost': 3.49, 'tax': 18.53, 'promo_code': None, 'promo_discount': 47.3}"
21,9,0.0,2025-03-12 16:34:02.355953,10,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 12, 16, 34, 2, 355953)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 12, 16, 34, 2, 355953)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 16, 16, 34, 2, 355953)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 23, 16, 34, 2, 355953)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'ZURSYCYJIV91', 'amount': 0.0}, 'shipping_address': 'Hülya-Rörricht-Allee 296\n75988 Senftenberg', 'delivery_notes': 'Weg Vater anfangen Kopf Bauer wenn.', 'gift': False, 'expedited_shipping': True, 'shipping_cost': 10.43, 'tax': 6.43, 'promo_code': '9KXY4Z9C', 'promo_discount': 0}"
22,9,0.0,2025-04-01 16:34:02.355987,5,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 4, 1, 16, 34, 2, 355987)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 4, 3, 16, 34, 2, 355987)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 4, 5, 16, 34, 2, 355987)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 4, 11, 16, 34, 2, 355987)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'WBV6VN3HZ8G1', 'amount': 0.0}, 'shipping_address': 'Sonia-Bloch-Weg 994\n87322 Jüterbog', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 9.81, 'tax': 47.67, 'promo_code': None, 'promo_discount': 0}"
23,11,0.0,2024-05-20 16:34:02.356014,2,Unfulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 5, 20, 16, 34, 2, 356014)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 5, 20, 16, 34, 2, 356014)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 5, 24, 16, 34, 2, 356014)}], 'payment_info': {'method': 'Debit Card', 'transaction_id': 'XU386KOQ8GAM', 'amount': 0.0}, 'shipping_address': 'chemin Techer\n97128 Saint PhilippineBourg', 'delivery_notes': None, 'gift': True, 'expedited_shipping': False, 'shipping_cost': 2.99, 'tax': 29.35, 'promo_code': None, 'promo_discount': 0}"
24,12,0.0,2023-12-06 00:00:00,1,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2023, 12, 6, 0, 0)}, {'status': 'Processing', 'timestamp': datetime.datetime(2023, 12, 7, 0, 0)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2023, 12, 10, 0, 0)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2023, 12, 13, 0, 0)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'F72UVDCJCMY1', 'amount': 0.0}, 'shipping_address': 'PSC 0426, Box 8377\nAPO AE 46558', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 0.63, 'tax': 46.67, 'promo_code': None, 'promo_discount': 33.21}"
25,13,0.0,2024-06-08 16:34:02.356058,3,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 6, 8, 16, 34, 2, 356058)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 6, 10, 16, 34, 2, 356058)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 6, 15, 16, 34, 2, 356058)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 6, 16, 16, 34, 2, 356058)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'CHHWWL07FUOX', 'amount': 0.0}, 'shipping_address': 'Thiesstr. 92\n51507 Wunsiedel', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 1.48, 'tax': 15.48, 'promo_code': '5KS8SUS7', 'promo_discount': 0}"
26,14,0.0,2024-06-14 16:34:02.356083,1,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 6, 14, 16, 34, 2, 356083)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 6, 15, 16, 34, 2, 356083)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 6, 18, 16, 34, 2, 356083)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 6, 20, 16, 34, 2, 356083)}], 'payment_info': {'method': 'Store Credit', 'transaction_id': 'WAIHE9J02SMP', 'amount': 0.0}, 'shipping_address': 'Kasimir-Wagenknecht-Allee 6/8\n64958 Tübingen', 'delivery_notes': 'Manager human on soldier home.', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 10.05, 'tax': 5.35, 'promo_code': None, 'promo_discount': 0}"
27,15,0.0,2025-01-08 16:34:02.356113,3,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 1, 8, 16, 34, 2, 356113)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 1, 9, 16, 34, 2, 356113)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 1, 14, 16, 34, 2, 356113)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 1, 19, 16, 34, 2, 356113)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'GRAXHZCPE13V', 'amount': 0.0}, 'shipping_address': '932 Roger Hill Suite 012\nPort Kyle, AK 79227', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 9.08, 'tax': 20.97, 'promo_code': None, 'promo_discount': 0}"
28,16,0.0,2025-04-05 16:34:02.356184,5,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 4, 5, 16, 34, 2, 356184)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 4, 7, 16, 34, 2, 356184)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 4, 11, 16, 34, 2, 356184)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 4, 13, 16, 34, 2, 356184)}], 'payment_info': {'method': 'Debit Card', 'transaction_id': 'PE7Z12XRS8GC', 'amount': 0.0}, 'shipping_address': '岐阜県川崎市多摩区日光12丁目18番5号', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 1.74, 'tax': 20.49, 'promo_code': None, 'promo_discount': 0}"
29,16,0.0,2024-05-02 16:34:02.356202,4,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 5, 2, 16, 34, 2, 356202)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 5, 4, 16, 34, 2, 356202)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 5, 9, 16, 34, 2, 356202)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 5, 16, 16, 34, 2, 356202)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'H7X3QTIZFYEA', 'amount': 0.0}, 'shipping_address': 'Alida-Butte-Ring 3\n82564 Calau', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 9.82, 'tax': 34.61, 'promo_code': 'G3LT5S8R', 'promo_discount': 0}"
30,17,0.0,2025-02-24 16:34:02.356229,5,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 24, 16, 34, 2, 356229)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 24, 16, 34, 2, 356229)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 25, 16, 34, 2, 356229)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 28, 16, 34, 2, 356229)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': '6SQN8DJT3M5F', 'amount': 0.0}, 'shipping_address': '06085 Jessica Spurs Apt. 399\nDavidville, PR 09702', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 4.39, 'tax': 22.24, 'promo_code': None, 'promo_discount': 0}"
31,17,0.0,2025-04-07 16:34:02.356299,8,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 4, 7, 16, 34, 2, 356299)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 4, 8, 16, 34, 2, 356299)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 4, 9, 16, 34, 2, 356299)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 4, 14, 16, 34, 2, 356299)}], 'payment_info': {'method': 'Debit Card', 'transaction_id': 'TMPDR0RXUJDT', 'amount': 0.0}, 'shipping_address': 'Sibille-Mosemann-Gasse 9\n41296 Sebnitz', 'delivery_notes': None, 'gift': False, 'expedited_shipping': True, 'shipping_cost': 12.4, 'tax': 0.97, 'promo_code': None, 'promo_discount': 0}"
32,17,0.0,2025-03-20 16:34:02.356325,7,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 20, 16, 34, 2, 356325)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 21, 16, 34, 2, 356325)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 23, 16, 34, 2, 356325)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 29, 16, 34, 2, 356325)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'I5MLWDHTFOO9', 'amount': 0.0}, 'shipping_address': '石川県大網白里市五味ヶ谷20丁目3番1号', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 4.19, 'tax': 38.24, 'promo_code': None, 'promo_discount': 0}"
33,17,0.0,2025-04-18 16:34:02.356341,2,Unfulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 4, 18, 16, 34, 2, 356341)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 4, 18, 16, 34, 2, 356341)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 4, 22, 16, 34, 2, 356341)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': '5OU5RZQTN1OK', 'amount': 0.0}, 'shipping_address': '4833 Andrew Spring Apt. 477\nPort Thomasland, AL 53748', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 12.12, 'tax': 9.19, 'promo_code': 'NLENSXWM', 'promo_discount': 33.29}"
