user_id,email,password,first_name,last_name,address,current_balance,is_seller,created_at,updated_at,additional_data
14,cpichon@example.net,pbkdf2:sha256:600000$7cYp34ObD87LMxz4$7e3cbeae368ef18840e52aa93d389de98583a977ee08af0bd136679c487db7a6,Denise,Warmer,"Studio 95, Damian spring, Ericborough, B03 9DT",271.37,True,2024-07-03 16:33:11.504827,2024-07-14 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [18, 15, 7], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '(09367) 63201', 'birth_date': '1959-03-10', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
15,pparker@example.org,pbkdf2:sha256:600000$GOVRG9zEagoaaNSe$29c7d5884ff91eb38ca7fcb4c865add9e3abaf695b2242f66578c672ce0c8424,Frank-Michael,Staude,高知県港区戸山40丁目27番17号 シティ秋葉原774,198.34,True,2024-10-19 16:33:11.504827,2024-11-02 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [3, 1, 12], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '+44(0)8081570487', 'birth_date': '1960-07-29', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
16,tgarnier@example.com,pbkdf2:sha256:600000$yuYJVbMSEAWe3EL1$8a281f81d644f178b0c8013aa8022bca043f991ff76f2eb518c21201dd8a0cef,Abdul,Julien,栃木県印旛郡酒々井町天神島25丁目23番5号,852.42,True,2023-12-17 16:33:11.504827,2023-12-22 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'rare', 'favorite_categories': [17, 3], 'price_sensitivity': 'high', 'review_likelihood': 'never'}, 'phone': '14716658760', 'birth_date': '2000-12-21', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
17,lwohlgemut@example.net,pbkdf2:sha256:600000$JFAI7p6eBVwwUyOE$15d018e4d4443c938168520e9490764854b4e78a8f7a0f7436ac61866d6aa0cf,Melissa,小林,"USNV Molina, FPO AA 71046",45.5,True,2025-04-01 16:33:13.314074,2025-04-23 16:33:13.314074,"{'user_type': 'new_user', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [12], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '18689373467', 'birth_date': '1970-10-04', 'preferences': {'newsletter': False, 'notifications': False, 'theme': 'system'}}"
18,kramos@example.com,pbkdf2:sha256:600000$B5nBgCQLVUjVu5op$4093e926ff27b730bcca6b17a7be86b7016c19d63125193395bd61be52b61833,Brenda,佐藤,"Ernstallee 2/0, 65375 Wunsiedel",3810.82,True,2024-03-05 16:33:11.504827,2024-03-06 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [9], 'price_sensitivity': 'high', 'review_likelihood': 'always'}, 'phone': '+49(0)6417 08053', 'birth_date': '1948-12-18', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
19,changjun@example.org,pbkdf2:sha256:600000$MVz66fEVr7FYqztj$d66160229d85f6d4cedc14356593c3159540c7dd601ce38b941b51caca835e60,Christine,Clarke,浙江省霞县山亭沈阳街t座 263193,875.64,True,2024-11-22 16:33:11.504827,2024-11-29 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'rare', 'favorite_categories': [5], 'price_sensitivity': 'high', 'review_likelihood': 'always'}, 'phone': '14549190586', 'birth_date': '1969-07-06', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
20,alexander67@example.org,pbkdf2:sha256:600000$vspvVWL1AmA6OJ3D$a1f40865c9b7776fea7972b485cb75f644ee0f6a30fcafdd93205d28091c0ad9,Victoria,Bousquet,"Jasmin-Pruschke-Allee 9, 76945 Brand",339.05,True,2025-02-07 16:33:11.504827,2025-02-16 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [10, 8, 6], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '03 81 79 96 50', 'birth_date': '2002-03-15', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'light'}}"
21,clairelecomte@example.com,pbkdf2:sha256:600000$1EboN4NXU0TIC3B9$ebf61555082f06fac950a57efdddda5e4e035a223b358a71aa47f2fed68491c4,Zacharie,Godard,北京市兰州市朝阳深圳路Y座 514363,939.93,True,2023-12-25 16:33:11.504827,2024-01-05 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [3, 2, 17], 'price_sensitivity': 'high', 'review_likelihood': 'often'}, 'phone': '13257885685', 'birth_date': '1992-02-15', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
22,leonardo43@example.org,pbkdf2:sha256:600000$AeyWd07kRiIRQaBM$8bc2d814be7bc65ba993a9582b0f0efdf9aa0cc539973edb2e458548d88f5385,想,Mathieu,山东省潮州县梁平南宁路x座 140824,472.52,True,2023-08-15 16:33:11.504827,2023-09-12 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [16, 0, 17], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '+1-942-971-0947', 'birth_date': '1956-11-03', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
23,shelley71@example.org,pbkdf2:sha256:600000$q6cnrpM0TVrLUpBx$35be3f4bc9435fdec685df2da1ba69361554865029300394fb80e794a02f7e48,Adriana,Ray,辽宁省邯郸市萧山许街C座 149649,917.34,True,2025-01-27 16:33:11.504827,2025-02-09 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [6, 8], 'price_sensitivity': 'medium', 'review_likelihood': 'often'}, 'phone': '070-3341-2328', 'birth_date': '1954-12-12', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'dark'}}"
24,mhayes@example.com,pbkdf2:sha256:600000$OKHIitFNRxoqTWgR$cc34a000d68992337e0dc61a4b927f43cdc541c20809af3bee661c518f0ea71a,Arthur,Barber,"rue de Aubry, 97690 Peltier-sur-Philippe",54.35,True,2025-03-26 16:33:11.504827,2025-04-23 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [5, 14], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '+49(0)8324 210249', 'birth_date': '2000-05-20', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
25,ryohei17@example.net,pbkdf2:sha256:600000$HEoeeBvawJLogoFq$7efc8597e430c250729eedb55c5e0815dfba767393511adea0ac661dd8b4ab81,Martine,Heydrich,島根県板橋区方京39丁目2番14号 パーク花島139,4082.55,True,2024-04-19 16:33:11.504827,2024-04-25 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [1], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '070-4902-7874', 'birth_date': '1984-02-16', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
26,econradi@example.com,pbkdf2:sha256:600000$xu1JuIC1pI9GIiCk$02e567e4076c492e9960718126918a187604ddade6867f00881601ca43b56c9e,Meinhard,Leconte,"7468 Shawn Island Suite 516, Lake Mollymouth, MT 07605",123.13,True,2023-10-17 16:33:11.504827,2023-11-14 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [19, 4], 'price_sensitivity': 'low', 'review_likelihood': 'often'}, 'phone': '0191 498 0597', 'birth_date': '1974-05-17', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
27,josephanderson@example.com,pbkdf2:sha256:600000$vJ3Uk2KeLH20xmr6$7b6b50e61c92c42d55fb5abf6f3a5fddc00db3f3b66d73b14f763d1cf0814964,Raisa,朱,"Unit 9324 Box 8086, DPO AE 29952",442.48,True,2023-12-02 16:33:11.504827,2023-12-08 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [7, 8, 5], 'price_sensitivity': 'medium', 'review_likelihood': 'often'}, 'phone': '412.874.8467x737', 'birth_date': '2007-01-11', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'dark'}}"
28,kyosukewatanabe@example.com,pbkdf2:sha256:600000$IleUXEXd5nIlAX1l$85d340ff5bc31f02eefe67e8080ef926d7cd48c7b6c3855cb5f7ca5c47bbd39b,Simone,渡辺,"972 Ryan Key Suite 886, Cantuborough, UT 31801",175.37,True,2024-01-29 16:33:11.504827,2024-02-09 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [0], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '36-0576-6270', 'birth_date': '1978-06-23', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
29,shohei71@example.net,pbkdf2:sha256:600000$k1YAm4bYjxgQtCIg$e4431c3878f785079c616d603f038f199562bbc1cf3590265d4c6fee4a6b8ed6,Alexandros,李,内蒙古自治区燕县东城邵路O座 580913,197.56,True,2024-03-05 16:33:11.504827,2024-03-18 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [5, 18], 'price_sensitivity': 'low', 'review_likelihood': 'often'}, 'phone': '+44(0)1632960161', 'birth_date': '1992-03-12', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
30,tjackson@example.org,pbkdf2:sha256:600000$G0J0v0jpPInmbNRU$71e51f3ff6cae982260e71e852b348d9a7a73c61b23da3b9088e07e79701f3f8,Mark,Carter,"78, rue de Picard, 22180 Weber-sur-Legendre",53.85,True,2025-04-11 16:33:14.607794,2025-05-11 16:33:14.607794,"{'user_type': 'new_user', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [13], 'price_sensitivity': 'high', 'review_likelihood': 'never'}, 'phone': '15079237474', 'birth_date': '1944-12-07', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'dark'}}"
31,guelten82@example.org,pbkdf2:sha256:600000$1OjkFGNIdXg31DPW$e7d89c86821f776ecc7d1c86098f6397bf0ab4bf68ae4e20fce10b36f2260f50,Traude,Coste,"57, avenue Guillet, 14342 Masseboeuf",910.04,True,2025-03-01 16:33:11.504827,2025-03-14 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'rare', 'favorite_categories': [19, 10], 'price_sensitivity': 'medium', 'review_likelihood': 'often'}, 'phone': '090-4064-0909', 'birth_date': '1978-02-05', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
32,juliebenard@example.org,pbkdf2:sha256:600000$rJCnItY1DBMaMsqA$aaed1c788a42aa39ec82129adcfa29f2d23ca3ef88d24f81f85f64fde1004b55,坤,渡辺,河北省沈阳县清城西宁路V座 923285,100.37,True,2024-07-02 16:33:11.504827,2024-07-27 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [5, 18], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '090-2474-5171', 'birth_date': '1995-08-13', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
33,zmorgan@example.net,pbkdf2:sha256:600000$FriDl1b5AjYtL03f$3c331f2145c457ad832a280c86840b89ab704a3b93ef08216bad399d27e310e3,Éric,Austermühle,"74, chemin de Nicolas, 86339 Laurentboeuf",657.33,True,2023-12-15 16:33:11.504827,2024-01-05 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [15, 5, 2], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '080-1746-1200', 'birth_date': '1977-10-26', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'light'}}"
34,youngamanda@example.com,pbkdf2:sha256:600000$OzjGqwAf3wuq9acN$d86106ca828ea1ec05b5d1ee2187d4697b5c7ad38620c01abf9f43228aa10054,Pawel,蒲,辽宁省帅县朝阳张家港街C座 151585,618.1,True,2024-05-16 16:33:11.504827,2024-05-31 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [19, 2], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '+49(0)3171 39005', 'birth_date': '1952-11-11', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
35,kyosukemurakami@example.net,pbkdf2:sha256:600000$6RgR1aPZcH6nSdwy$486aa4fc232764ae6a5754ebe47c05b7223580edc11dadf003fef57d24829f50,Kate,Bradley,"042 Sheila glen, North Irene, G0 3YP",726.32,True,2024-11-09 16:33:11.504827,2024-11-16 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [13], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '(940)726-8117', 'birth_date': '1984-09-10', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'light'}}"
36,ngordon@example.org,pbkdf2:sha256:600000$I8bp4eonZ2gUHRqX$f34db7010f7dea2705e475004404262987bd076d04d38cc49451a868dfcec59a,莉,Seidel,"6177 Rachel Islands Apt. 124, Oscarhaven, LA 59970",277.15,True,2024-10-31 16:33:11.504827,2024-11-14 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [19, 10, 14], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '11-8367-3657', 'birth_date': '1972-08-08', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'dark'}}"
37,luping@example.com,pbkdf2:sha256:600000$9AZWvxJVSNBj4EuF$327b1963c23819910477c99752cc4b2084a3b1a9ae5e8f63006020a97eec34d6,霞,Brunet,内蒙古自治区兰州市门头沟秦街Q座 565604,169.74,True,2024-01-22 16:33:11.504827,2024-02-01 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [8, 16, 15], 'price_sensitivity': 'medium', 'review_likelihood': 'often'}, 'phone': '+33 (0)3 62 27 31 58', 'birth_date': '1952-02-11', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
38,susangilbert@example.net,pbkdf2:sha256:600000$gOZ4BPNdUsz70i8u$dfe3f5839769fb9fd7bfc8887241df6b5a907dca8d7f1e0de83fcd2eec71ceb5,七夏,彭,"24455 Howard Divide Suite 120, Lake Alyssafurt, MT 59961",588.35,True,2023-11-16 16:33:11.504827,2023-12-12 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [6], 'price_sensitivity': 'high', 'review_likelihood': 'sometimes'}, 'phone': '+33 4 99 45 99 10', 'birth_date': '1955-01-03', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'system'}}"
39,morihideki@example.com,pbkdf2:sha256:600000$CCp4FAxtgzRSyrZh$df1ca5c0f4df0f4dcf35ed8c6c35cd499f65cc3cb35c04856fb4363505c2facb,玉华,Schlosser,"Katherina-Pieper-Gasse 6, 49784 Fürstenwalde",39.0,True,2025-04-16 16:33:15.503579,2025-05-16 16:33:15.503579,"{'user_type': 'new_user', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [12, 15, 0], 'price_sensitivity': 'low', 'review_likelihood': 'often'}, 'phone': '(00034) 324451', 'birth_date': '1978-02-21', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'system'}}"
40,ihao@example.com,pbkdf2:sha256:600000$ySlVJUQSMRyGtHyI$487c7f4ffffa2eae084b459fb5db3e689b26757ec89feb373e9a823213f80b28,幹,Knight,内蒙古自治区刚县秀英辽阳路T座 341605,630.61,True,2025-03-14 16:33:11.504827,2025-04-08 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [15], 'price_sensitivity': 'high', 'review_likelihood': 'sometimes'}, 'phone': '51-6136-9681', 'birth_date': '2003-07-15', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
41,matthieu52@example.org,pbkdf2:sha256:600000$P4Ik3S21rzeWm5Ic$4ea886d069684d7d7d7a71bcf71664f37ff4d72b2b4e3956ab786268c8bfbaa1,花子,Schmidt,"Studio 23g, Douglas flat, New Carl, BS2X 7YY",86.69,True,2025-03-24 16:33:15.705079,2025-03-25 16:33:15.705079,"{'user_type': 'new_user', 'behavior': {'shopping_frequency': 'rare', 'favorite_categories': [0, 12, 19], 'price_sensitivity': 'high', 'review_likelihood': 'sometimes'}, 'phone': '(09955) 27177', 'birth_date': '1964-11-25', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
42,benardcorinne@example.org,pbkdf2:sha256:600000$reOkHtXWmtOhoC6n$cd11bd3291a1a27a29d7b58aa6f9e12930192bb942a359e28022566485e8edeb,Célina,Bender,"19986 Carpenter Turnpike Apt. 793, Cassidyhaven, FL 08610",117.44,True,2024-04-11 16:33:11.504827,2024-04-18 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [8, 13], 'price_sensitivity': 'high', 'review_likelihood': 'always'}, 'phone': '+49(0)5182 037788', 'birth_date': '1955-02-05', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
43,roland66@example.com,pbkdf2:sha256:600000$A91X9nz8lxoJnP60$2452a4756b653ea07a597cbfd988be9101b046735d4b0a75541f29bd7f9c6ca1,鹏,萧,"4925 Brandi Divide Suite 462, West Angelicamouth, GU 17251",314.69,True,2023-08-14 16:33:11.504827,2023-09-01 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [6], 'price_sensitivity': 'low', 'review_likelihood': 'rarely'}, 'phone': '18581685054', 'birth_date': '1958-11-14', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'dark'}}"
44,oolivier@example.org,pbkdf2:sha256:600000$eOs4p1DBdnUggrB2$74468ef08a81186bb932b1c8b04ce1f821a81a114c5fffc1b6f64d1b628e29fa,Martin,Roussel,広島県君津市平河町40丁目5番20号 シティ渡辺292,190.38,True,2024-05-07 16:33:11.504827,2024-05-19 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [3, 5, 9], 'price_sensitivity': 'high', 'review_likelihood': 'always'}, 'phone': '18706537947', 'birth_date': '1980-08-19', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'system'}}"
45,pauline35@example.net,pbkdf2:sha256:600000$9X6A8vCfNRKNBybj$1b6f7d9e81eb5e691da9b27ad4362a31a40aa2e1c149df6082e0ae68023fc91f,涼平,Wirth,"462, rue de Deschamps, 07756 GuichardBourg",1044.75,True,2023-05-31 16:33:11.504827,2023-06-11 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [9], 'price_sensitivity': 'low', 'review_likelihood': 'rarely'}, 'phone': '18081412478', 'birth_date': '2000-11-05', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
